record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4A,constitutional_principles_and_public_policy_foundations_and_examples,c4a-constitutional-principles-and-public-policy-foundations-and-examples,drafted,c4a-constitutional-principles-and-public-policy-foundations-and-examples,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4B,constitutional_principles_and_public_policy_classification_and_organization,c4b-constitutional-principles-and-public-policy-classification-and-organization,drafted,c4b-constitutional-principles-and-public-policy-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4B,constitutional_principles_and_public_policy_classification_and_organization,c4b-constitutional-principles-and-public-policy-classification-and-organization,drafted,c4b-constitutional-principles-and-public-policy-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4A,constitutional_principles_and_public_policy_foundations_and_examples,c4a-constitutional-principles-and-public-policy-foundations-and-examples
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4C,constitutional_principles_and_public_policy_explanation_and_application,c4c-constitutional-principles-and-public-policy-explanation-and-application,drafted,c4c-constitutional-principles-and-public-policy-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4C,constitutional_principles_and_public_policy_explanation_and_application,c4c-constitutional-principles-and-public-policy-explanation-and-application,drafted,c4c-constitutional-principles-and-public-policy-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4B,constitutional_principles_and_public_policy_classification_and_organization,c4b-constitutional-principles-and-public-policy-classification-and-organization
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4D,constitutional_principles_and_public_policy_transfer_and_contextual_use,c4d-constitutional-principles-and-public-policy-transfer-and-contextual-use,drafted,c4d-constitutional-principles-and-public-policy-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C4D,constitutional_principles_and_public_policy_transfer_and_contextual_use,c4d-constitutional-principles-and-public-policy-transfer-and-contextual-use,drafted,c4d-constitutional-principles-and-public-policy-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4C,constitutional_principles_and_public_policy_explanation_and_application,c4c-constitutional-principles-and-public-policy-explanation-and-application
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5,comparative_government_and_civic_action,c5-comparative-government-and-civic-action,drafted,c5-comparative-government-and-civic-action,Incubation,Drafted,comparative-civics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5,comparative_government_and_civic_action,c5-comparative-government-and-civic-action,drafted,c5-comparative-government-and-civic-action,Incubation,Drafted,comparative-civics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4,constitutional_principles_and_public_policy,c4-constitutional-principles-and-public-policy
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5,comparative_government_and_civic_action,c5-comparative-government-and-civic-action,drafted,c5-comparative-government-and-civic-action,Incubation,Drafted,comparative-civics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5,comparative_government_and_civic_action,c5-comparative-government-and-civic-action,drafted,c5-comparative-government-and-civic-action,Incubation,Drafted,comparative-civics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q5,evaluation_of_sources_models_and_claims,q5-evaluation-of-sources-models-and-claims
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5A,comparative_government_and_civic_action_foundations_and_examples,c5a-comparative-government-and-civic-action-foundations-and-examples,drafted,c5a-comparative-government-and-civic-action-foundations-and-examples,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5B,comparative_government_and_civic_action_classification_and_organization,c5b-comparative-government-and-civic-action-classification-and-organization,drafted,c5b-comparative-government-and-civic-action-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5B,comparative_government_and_civic_action_classification_and_organization,c5b-comparative-government-and-civic-action-classification-and-organization,drafted,c5b-comparative-government-and-civic-action-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C5A,comparative_government_and_civic_action_foundations_and_examples,c5a-comparative-government-and-civic-action-foundations-and-examples
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5C,comparative_government_and_civic_action_explanation_and_application,c5c-comparative-government-and-civic-action-explanation-and-application,drafted,c5c-comparative-government-and-civic-action-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5C,comparative_government_and_civic_action_explanation_and_application,c5c-comparative-government-and-civic-action-explanation-and-application,drafted,c5c-comparative-government-and-civic-action-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C5B,comparative_government_and_civic_action_classification_and_organization,c5b-comparative-government-and-civic-action-classification-and-organization
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5D,comparative_government_and_civic_action_transfer_and_contextual_use,c5d-comparative-government-and-civic-action-transfer-and-contextual-use,drafted,c5d-comparative-government-and-civic-action-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C5D,comparative_government_and_civic_action_transfer_and_contextual_use,c5d-comparative-government-and-civic-action-transfer-and-contextual-use,drafted,c5d-comparative-government-and-civic-action-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C5C,comparative_government_and_civic_action_explanation_and_application,c5c-comparative-government-and-civic-action-explanation-and-application
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6,advanced_civic_argument_policy_design_and_participation,c6-advanced-civic-argument-policy-design-and-participation,drafted,c6-advanced-civic-argument-policy-design-and-participation,Incubation,Drafted,advanced-civic-design-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6,advanced_civic_argument_policy_design_and_participation,c6-advanced-civic-argument-policy-design-and-participation,drafted,c6-advanced-civic-argument-policy-design-and-participation,Incubation,Drafted,advanced-civic-design-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C5,comparative_government_and_civic_action,c5-comparative-government-and-civic-action
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6,advanced_civic_argument_policy_design_and_participation,c6-advanced-civic-argument-policy-design-and-participation,drafted,c6-advanced-civic-argument-policy-design-and-participation,Incubation,Drafted,advanced-civic-design-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6,advanced_civic_argument_policy_design_and_participation,c6-advanced-civic-argument-policy-design-and-participation,drafted,c6-advanced-civic-argument-policy-design-and-participation,Incubation,Drafted,advanced-civic-design-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q6,synthesis_argument_and_public_communication,q6-synthesis-argument-and-public-communication
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6A,advanced_civic_argument_policy_design_and_participation_foundations_and_examples,c6a-advanced-civic-argument-policy-design-and-participation-foundations-and-examples,drafted,c6a-advanced-civic-argument-policy-design-and-participation-foundations-and-examples,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6B,advanced_civic_argument_policy_design_and_participation_classification_and_organization,c6b-advanced-civic-argument-policy-design-and-participation-classification-and-organization,drafted,c6b-advanced-civic-argument-policy-design-and-participation-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6B,advanced_civic_argument_policy_design_and_participation_classification_and_organization,c6b-advanced-civic-argument-policy-design-and-participation-classification-and-organization,drafted,c6b-advanced-civic-argument-policy-design-and-participation-classification-and-organization,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C6A,advanced_civic_argument_policy_design_and_participation_foundations_and_examples,c6a-advanced-civic-argument-policy-design-and-participation-foundations-and-examples
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6C,advanced_civic_argument_policy_design_and_participation_explanation_and_application,c6c-advanced-civic-argument-policy-design-and-participation-explanation-and-application,drafted,c6c-advanced-civic-argument-policy-design-and-participation-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6C,advanced_civic_argument_policy_design_and_participation_explanation_and_application,c6c-advanced-civic-argument-policy-design-and-participation-explanation-and-application,drafted,c6c-advanced-civic-argument-policy-design-and-participation-explanation-and-application,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C6B,advanced_civic_argument_policy_design_and_participation_classification_and_organization,c6b-advanced-civic-argument-policy-design-and-participation-classification-and-organization
node,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6D,advanced_civic_argument_policy_design_and_participation_transfer_and_contextual_use,c6d-advanced-civic-argument-policy-design-and-participation-transfer-and-contextual-use,drafted,c6d-advanced-civic-argument-policy-design-and-participation-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,C,civics_and_collective_decision_making,C6D,advanced_civic_argument_policy_design_and_participation_transfer_and_contextual_use,c6d-advanced-civic-argument-policy-design-and-participation-transfer-and-contextual-use,drafted,c6d-advanced-civic-argument-policy-design-and-participation-transfer-and-contextual-use,Incubation,Drafted,civics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C6C,advanced_civic_argument_policy_design_and_participation_explanation_and_application,c6c-advanced-civic-argument-policy-design-and-participation-explanation-and-application
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1,needs_wants_choice_and_exchange,e1-needs-wants-choice-and-exchange,drafted,e1-needs-wants-choice-and-exchange,Incubation,Drafted,economics-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1,needs_wants_choice_and_exchange,e1-needs-wants-choice-and-exchange,drafted,e1-needs-wants-choice-and-exchange,Incubation,Drafted,economics-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q1,observe_describe_and_question,q1-observe-describe-and-question
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1A,needs_wants_choice_and_exchange_foundations_and_examples,e1a-needs-wants-choice-and-exchange-foundations-and-examples,drafted,e1a-needs-wants-choice-and-exchange-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1B,needs_wants_choice_and_exchange_classification_and_organization,e1b-needs-wants-choice-and-exchange-classification-and-organization,drafted,e1b-needs-wants-choice-and-exchange-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1B,needs_wants_choice_and_exchange_classification_and_organization,e1b-needs-wants-choice-and-exchange-classification-and-organization,drafted,e1b-needs-wants-choice-and-exchange-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E1A,needs_wants_choice_and_exchange_foundations_and_examples,e1a-needs-wants-choice-and-exchange-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1C,needs_wants_choice_and_exchange_explanation_and_application,e1c-needs-wants-choice-and-exchange-explanation-and-application,drafted,e1c-needs-wants-choice-and-exchange-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E1C,needs_wants_choice_and_exchange_explanation_and_application,e1c-needs-wants-choice-and-exchange-explanation-and-application,drafted,e1c-needs-wants-choice-and-exchange-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E1B,needs_wants_choice_and_exchange_classification_and_organization,e1b-needs-wants-choice-and-exchange-classification-and-organization
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2,production_consumption_and_local_markets,e2-production-consumption-and-local-markets,drafted,e2-production-consumption-and-local-markets,Incubation,Drafted,economics-market-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2,production_consumption_and_local_markets,e2-production-consumption-and-local-markets,drafted,e2-production-consumption-and-local-markets,Incubation,Drafted,economics-market-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E1,needs_wants_choice_and_exchange,e1-needs-wants-choice-and-exchange
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2,production_consumption_and_local_markets,e2-production-consumption-and-local-markets,drafted,e2-production-consumption-and-local-markets,Incubation,Drafted,economics-market-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q2,compare_classify_and_sequence_evidence,q2-compare-classify-and-sequence-evidence
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2A,production_consumption_and_local_markets_foundations_and_examples,e2a-production-consumption-and-local-markets-foundations-and-examples,drafted,e2a-production-consumption-and-local-markets-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2B,production_consumption_and_local_markets_classification_and_organization,e2b-production-consumption-and-local-markets-classification-and-organization,drafted,e2b-production-consumption-and-local-markets-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2B,production_consumption_and_local_markets_classification_and_organization,e2b-production-consumption-and-local-markets-classification-and-organization,drafted,e2b-production-consumption-and-local-markets-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E2A,production_consumption_and_local_markets_foundations_and_examples,e2a-production-consumption-and-local-markets-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2C,production_consumption_and_local_markets_explanation_and_application,e2c-production-consumption-and-local-markets-explanation-and-application,drafted,e2c-production-consumption-and-local-markets-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E2C,production_consumption_and_local_markets_explanation_and_application,e2c-production-consumption-and-local-markets-explanation-and-application,drafted,e2c-production-consumption-and-local-markets-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E2B,production_consumption_and_local_markets_classification_and_organization,e2b-production-consumption-and-local-markets-classification-and-organization
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3,incentives_trade_and_simple_systems,e3-incentives-trade-and-simple-systems,drafted,e3-incentives-trade-and-simple-systems,Incubation,Drafted,economics-systems-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3,incentives_trade_and_simple_systems,e3-incentives-trade-and-simple-systems,drafted,e3-incentives-trade-and-simple-systems,Incubation,Drafted,economics-systems-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E2,production_consumption_and_local_markets,e2-production-consumption-and-local-markets
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3,incentives_trade_and_simple_systems,e3-incentives-trade-and-simple-systems,drafted,e3-incentives-trade-and-simple-systems,Incubation,Drafted,economics-systems-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q3,supported_explanation_from_evidence,q3-supported-explanation-from-evidence
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3A,incentives_trade_and_simple_systems_foundations_and_examples,e3a-incentives-trade-and-simple-systems-foundations-and-examples,drafted,e3a-incentives-trade-and-simple-systems-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3B,incentives_trade_and_simple_systems_classification_and_organization,e3b-incentives-trade-and-simple-systems-classification-and-organization,drafted,e3b-incentives-trade-and-simple-systems-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3B,incentives_trade_and_simple_systems_classification_and_organization,e3b-incentives-trade-and-simple-systems-classification-and-organization,drafted,e3b-incentives-trade-and-simple-systems-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E3A,incentives_trade_and_simple_systems_foundations_and_examples,e3a-incentives-trade-and-simple-systems-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3C,incentives_trade_and_simple_systems_explanation_and_application,e3c-incentives-trade-and-simple-systems-explanation-and-application,drafted,e3c-incentives-trade-and-simple-systems-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E3C,incentives_trade_and_simple_systems_explanation_and_application,e3c-incentives-trade-and-simple-systems-explanation-and-application,drafted,e3c-incentives-trade-and-simple-systems-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E3B,incentives_trade_and_simple_systems_classification_and_organization,e3b-incentives-trade-and-simple-systems-classification-and-organization
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions,drafted,e4-markets-labor-and-public-resource-decisions,Incubation,Drafted,economics-public-resource-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions,drafted,e4-markets-labor-and-public-resource-decisions,Incubation,Drafted,economics-public-resource-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E3,incentives_trade_and_simple_systems,e3-incentives-trade-and-simple-systems
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions,drafted,e4-markets-labor-and-public-resource-decisions,Incubation,Drafted,economics-public-resource-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C2,institutions_rights_responsibilities_and_processes,c2-institutions-rights-responsibilities-and-processes
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions,drafted,e4-markets-labor-and-public-resource-decisions,Incubation,Drafted,economics-public-resource-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q4,investigation_design_representation_and_data_use,q4-investigation-design-representation-and-data-use
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4A,markets_labor_and_public_resource_decisions_foundations_and_examples,e4a-markets-labor-and-public-resource-decisions-foundations-and-examples,drafted,e4a-markets-labor-and-public-resource-decisions-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4B,markets_labor_and_public_resource_decisions_classification_and_organization,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,drafted,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
