record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U5,equal_group_multiplication_readiness,u5-equal-group-multiplication-readiness,implemented,u5-equal-group-multiplication-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U2,repeated_unit_reasoning,u2-repeated-unit-reasoning
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U6,equal_share_division_readiness,u6-equal-share-division-readiness,implemented,u6-equal-share-division-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U6,equal_share_division_readiness,u6-equal-share-division-readiness,implemented,u6-equal-share-division-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U3,sharing_and_fair_partitioning,u3-sharing-and-fair-partitioning
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T1,arrays_and_rectangular_structures,t1-arrays-and-rectangular-structures,implemented,t1-arrays-and-rectangular-structures,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T1,arrays_and_rectangular_structures,t1-arrays-and-rectangular-structures,implemented,t1-arrays-and-rectangular-structures,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U5,equal_group_multiplication_readiness,u5-equal-group-multiplication-readiness
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T1,arrays_and_rectangular_structures,t1-arrays-and-rectangular-structures,implemented,t1-arrays-and-rectangular-structures,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,G4,pattern_blocks_and_tiling_structure,g4-pattern-blocks-and-tiling-structure
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T2,multiplication_fact_structure,t2-multiplication-fact-structure,implemented,t2-multiplication-fact-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T2,multiplication_fact_structure,t2-multiplication-fact-structure,implemented,t2-multiplication-fact-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,T1,arrays_and_rectangular_structures,t1-arrays-and-rectangular-structures
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T2,multiplication_fact_structure,t2-multiplication-fact-structure,implemented,t2-multiplication-fact-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,N4,fluency_foundations,n4-fluency-foundations
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T3,division_as_unknown_group_or_share,t3-division-as-unknown-group-or-share,implemented,t3-division-as-unknown-group-or-share,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T3,division_as_unknown_group_or_share,t3-division-as-unknown-group-or-share,implemented,t3-division-as-unknown-group-or-share,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,U6,equal_share_division_readiness,u6-equal-share-division-readiness
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T3,division_as_unknown_group_or_share,t3-division-as-unknown-group-or-share,implemented,t3-division-as-unknown-group-or-share,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,T1,arrays_and_rectangular_structures,t1-arrays-and-rectangular-structures
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling,implemented,t4-multiplicative-comparison-and-scaling,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling,implemented,t4-multiplicative-comparison-and-scaling,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T2,multiplication_fact_structure,t2-multiplication-fact-structure
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling,implemented,t4-multiplicative-comparison-and-scaling,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T3,division_as_unknown_group_or_share,t3-division-as-unknown-group-or-share
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T5,factors_multiples_and_divisibility,t5-factors-multiples-and-divisibility,implemented,t5-factors-multiples-and-divisibility,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T5,factors_multiples_and_divisibility,t5-factors-multiples-and-divisibility,implemented,t5-factors-multiples-and-divisibility,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,T2,multiplication_fact_structure,t2-multiplication-fact-structure
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T5,factors_multiples_and_divisibility,t5-factors-multiples-and-divisibility,implemented,t5-factors-multiples-and-divisibility,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T6,multidigit_multiplication_structure,t6-multidigit-multiplication-structure,implemented,t6-multidigit-multiplication-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T6,multidigit_multiplication_structure,t6-multidigit-multiplication-structure,implemented,t6-multidigit-multiplication-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T2,multiplication_fact_structure,t2-multiplication-fact-structure
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T6,multidigit_multiplication_structure,t6-multidigit-multiplication-structure,implemented,t6-multidigit-multiplication-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V4,regrouping_and_base_ten_equivalence,v4-regrouping-and-base-ten-equivalence
node,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T7,multidigit_division_and_remainder_interpretation,t7-multidigit-division-and-remainder-interpretation,implemented,t7-multidigit-division-and-remainder-interpretation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T7,multidigit_division_and_remainder_interpretation,t7-multidigit-division-and-remainder-interpretation,implemented,t7-multidigit-division-and-remainder-interpretation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T3,division_as_unknown_group_or_share,t3-division-as-unknown-group-or-share
dependency,mathematics,master_knowledge_graph,T,multiplicative_reasoning_and_division,T7,multidigit_division_and_remainder_interpretation,t7-multidigit-division-and-remainder-interpretation,implemented,t7-multidigit-division-and-remainder-interpretation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T6,multidigit_multiplication_structure,t6-multidigit-multiplication-structure
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M1,measurable_attributes,m1-measurable-attributes,implemented,m1-measurable-attributes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M1,measurable_attributes,m1-measurable-attributes,implemented,m1-measurable-attributes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C4,compare_small_quantities,c4-compare-small-quantities
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M2,iterated_units,m2-iterated-units,implemented,m2-iterated-units,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M2,iterated_units,m2-iterated-units,implemented,m2-iterated-units,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M1,measurable_attributes,m1-measurable-attributes
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M3,unit_size_matters,m3-unit-size-matters,implemented,m3-unit-size-matters,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M3,unit_size_matters,m3-unit-size-matters,implemented,m3-unit-size-matters,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M2,iterated_units,m2-iterated-units
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M4,length_comparison_and_ordering,m4-length-comparison-and-ordering,implemented,m4-length-comparison-and-ordering,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M4,length_comparison_and_ordering,m4-length-comparison-and-ordering,implemented,m4-length-comparison-and-ordering,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M1,measurable_attributes,m1-measurable-attributes
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M5,indirect_comparison_and_transitivity,m5-indirect-comparison-and-transitivity,implemented,m5-indirect-comparison-and-transitivity,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M5,indirect_comparison_and_transitivity,m5-indirect-comparison-and-transitivity,implemented,m5-indirect-comparison-and-transitivity,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M4,length_comparison_and_ordering,m4-length-comparison-and-ordering
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M6,time_calendar_and_sequence_measurement_readiness,m6-time-calendar-and-sequence-measurement-readiness,implemented,m6-time-calendar-and-sequence-measurement-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M6,time_calendar_and_sequence_measurement_readiness,m6-time-calendar-and-sequence-measurement-readiness,implemented,m6-time-calendar-and-sequence-measurement-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,Z3,pattern_and_sequence_readiness,z3-pattern-and-sequence-readiness
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M7,money_and_value_unit_readiness,m7-money-and-value-unit-readiness,implemented,m7-money-and-value-unit-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M7,money_and_value_unit_readiness,m7-money-and-value-unit-readiness,implemented,m7-money-and-value-unit-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C4,compare_small_quantities,c4-compare-small-quantities
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use,implemented,m8-standard-length-units-and-tool-use,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use,implemented,m8-standard-length-units-and-tool-use,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M5,indirect_comparison_and_transitivity,m5-indirect-comparison-and-transitivity
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use,implemented,m8-standard-length-units-and-tool-use,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M9,perimeter_area_and_unit_square_covering,m9-perimeter-area-and-unit-square-covering,implemented,m9-perimeter-area-and-unit-square-covering,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M9,perimeter_area_and_unit_square_covering,m9-perimeter-area-and-unit-square-covering,implemented,m9-perimeter-area-and-unit-square-covering,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M9,perimeter_area_and_unit_square_covering,m9-perimeter-area-and-unit-square-covering,implemented,m9-perimeter-area-and-unit-square-covering,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,G4,pattern_blocks_and_tiling_structure,g4-pattern-blocks-and-tiling-structure
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M10,clock_time_and_elapsed_intervals,m10-clock-time-and-elapsed-intervals,implemented,m10-clock-time-and-elapsed-intervals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M10,clock_time_and_elapsed_intervals,m10-clock-time-and-elapsed-intervals,implemented,m10-clock-time-and-elapsed-intervals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M6,time_calendar_and_sequence_measurement_readiness,m6-time-calendar-and-sequence-measurement-readiness
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M10,clock_time_and_elapsed_intervals,m10-clock-time-and-elapsed-intervals,implemented,m10-clock-time-and-elapsed-intervals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N3,count_on_and_count_back,n3-count-on-and-count-back
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M11,money_composition_and_exchange,m11-money-composition-and-exchange,implemented,m11-money-composition-and-exchange,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M11,money_composition_and_exchange,m11-money-composition-and-exchange,implemented,m11-money-composition-and-exchange,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M7,money_and_value_unit_readiness,m7-money-and-value-unit-readiness
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M11,money_composition_and_exchange,m11-money-composition-and-exchange,implemented,m11-money-composition-and-exchange,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M12,mass_and_volume_attributes,m12-mass-and-volume-attributes,implemented,m12-mass-and-volume-attributes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M12,mass_and_volume_attributes,m12-mass-and-volume-attributes,implemented,m12-mass-and-volume-attributes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M1,measurable_attributes,m1-measurable-attributes
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M13,standard_mass_volume_units_and_comparison,m13-standard-mass-volume-units-and-comparison,implemented,m13-standard-mass-volume-units-and-comparison,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M13,standard_mass_volume_units_and_comparison,m13-standard-mass-volume-units-and-comparison,implemented,m13-standard-mass-volume-units-and-comparison,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M12,mass_and_volume_attributes,m12-mass-and-volume-attributes
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M13,standard_mass_volume_units_and_comparison,m13-standard-mass-volume-units-and-comparison,implemented,m13-standard-mass-volume-units-and-comparison,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
node,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems,implemented,m14-unit-conversion-within-measurement-systems,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems,implemented,m14-unit-conversion-within-measurement-systems,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems,implemented,m14-unit-conversion-within-measurement-systems,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M13,standard_mass_volume_units_and_comparison,m13-standard-mass-volume-units-and-comparison
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems,implemented,m14-unit-conversion-within-measurement-systems,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,T4,multiplicative_comparison_and_scaling,t4-multiplicative-comparison-and-scaling
dependency,mathematics,master_knowledge_graph,M,measurement_and_magnitude,M14,unit_conversion_within_measurement_systems,m14-unit-conversion-within-measurement-systems,implemented,m14-unit-conversion-within-measurement-systems,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G1,shape_recognition_and_classification,g1-shape-recognition-and-classification,implemented,g1-shape-recognition-and-classification,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G1,shape_recognition_and_classification,g1-shape-recognition-and-classification,implemented,g1-shape-recognition-and-classification,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,Z2,match_and_sort_objects,z2-match-and-sort-objects
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G2,position_direction_and_spatial_language,g2-position-direction-and-spatial-language,implemented,g2-position-direction-and-spatial-language,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G2,position_direction_and_spatial_language,g2-position-direction-and-spatial-language,implemented,g2-position-direction-and-spatial-language,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,G1,shape_recognition_and_classification,g1-shape-recognition-and-classification
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G3,compose_and_decompose_shapes,g3-compose-and-decompose-shapes,implemented,g3-compose-and-decompose-shapes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G3,compose_and_decompose_shapes,g3-compose-and-decompose-shapes,implemented,g3-compose-and-decompose-shapes,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,G2,position_direction_and_spatial_language,g2-position-direction-and-spatial-language
