node_id:ID(CapabilityNode),name,slug,domain,graph_id,family_id,family_name,implementation_state,node_directory,support_tier,maturity_state,supported_profiles:string[],evidence_class,node_package_shape,dependency_count:int,declared_artifact_file_count:int,artifact_file_count:int,status_count:int,statuses:string[],verification_gate_count:int,verification_gate_types:string[],failure_mode_count:int,direct_accuracy_threshold:float,explanation_required:boolean,transfer_required:boolean,retention_check_days:int,:LABEL
L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,implemented,l4-fraction-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.88,true,true,21,CapabilityNode;MathematicsNode
Y1,rounding_and_benchmark_whole_numbers,y1-rounding-and-benchmark-whole-numbers,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,implemented,y1-rounding-and-benchmark-whole-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,14,CapabilityNode;MathematicsNode
Y2,whole_number_operation_estimation,y2-whole-number-operation-estimation,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,implemented,y2-whole-number-operation-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.88,true,true,21,CapabilityNode;MathematicsNode
Y3,measurement_estimation_and_reasonableness,y3-measurement-estimation-and-reasonableness,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,implemented,y3-measurement-estimation-and-reasonableness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.88,true,true,21,CapabilityNode;MathematicsNode
Y4,fraction_benchmark_estimation,y4-fraction-benchmark-estimation,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,implemented,y4-fraction-benchmark-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.88,true,true,21,CapabilityNode;MathematicsNode
R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,r1-part-whole-reasoning-with-equal-parts,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,14,CapabilityNode;MathematicsNode
R2,unit_fraction_readiness,r2-unit-fraction-readiness,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,r2-unit-fraction-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,14,CapabilityNode;MathematicsNode
R3,symbol_preparation,r3-symbol-preparation,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,r3-symbol-preparation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,14,CapabilityNode;MathematicsNode
F1,fraction_structure,f1-fraction-structure,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f1-fraction-structure,Core release,Drafted,downstream-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,3,0.9,true,true,14,CapabilityNode;MathematicsNode
F2,equivalent_fractions,f2-equivalent-fractions,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f2-equivalent-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,3,0.9,true,true,14,CapabilityNode;MathematicsNode
F3,compare_fractions,f3-compare-fractions,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f3-compare-fractions,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,3,0.9,true,true,14,CapabilityNode;MathematicsNode
F4,add_subtract_like_denominator_fractions,f4-add-subtract-like-denominator-fractions,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f4-like-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,3,0.9,true,true,14,CapabilityNode;MathematicsNode
F5,add_subtract_unlike_denominator_fractions,f5-add-subtract-unlike-denominator-fractions,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f5-unlike-denominator-fraction-addition-subtraction,Core release,Drafted,initial-node-package,Synthetic,mastery-node-config,4,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,5,0.9,true,true,21,CapabilityNode;MathematicsNode
F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,implemented,f6-fraction-magnitude-beyond-one-whole,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,1,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
Q1,ratio_as_multiplicative_comparison,q1-ratio-as-multiplicative-comparison,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,implemented,q1-ratio-as-multiplicative-comparison,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
Q2,unit_rate_reasoning,q2-unit-rate-reasoning,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,implemented,q2-unit-rate-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
Q3,proportional_relationships,q3-proportional-relationships,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,implemented,q3-proportional-relationships,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
Q4,percent_as_rate_per_hundred,q4-percent-as-rate-per-hundred,mathematics,master_knowledge_graph,Q,ratio_and_proportional_reasoning,implemented,q4-percent-as-rate-per-hundred,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
S1,signed_number_meaning,s1-signed-number-meaning,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,s1-signed-number-meaning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,14,CapabilityNode;MathematicsNode
S2,signed_number_operations,s2-signed-number-operations,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,s2-signed-number-operations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,21,CapabilityNode;MathematicsNode
E1,one_step_equations,e1-one-step-equations,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,e1-one-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.9,true,true,21,CapabilityNode;MathematicsNode
E2,multi_step_equations,e2-multi-step-equations,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,e2-multi-step-equations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.88,true,true,21,CapabilityNode;MathematicsNode
E3,variables_both_sides,e3-variables-both-sides,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,e3-variables-on-both-sides,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,28,CapabilityNode;MathematicsNode
A1,variable_expressions_and_substitution,a1-variable-expressions-and-substitution,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,a1-variable-expressions-and-substitution,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
A2,distributive_reasoning_and_combining_like_terms,a2-distributive-reasoning-and-combining-like-terms,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,a2-distributive-reasoning-and-combining-like-terms,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
A3,inequalities_and_solution_sets,a3-inequalities-and-solution-sets,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,a3-inequalities-and-solution-sets,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
A4,coordinate_plane_and_ordered_pairs,a4-coordinate-plane-and-ordered-pairs,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,a4-coordinate-plane-and-ordered-pairs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
A5,linear_relationship_tables_and_graphs,a5-linear-relationship-tables-and-graphs,mathematics,master_knowledge_graph,A,downstream_algebra_and_coordinate_reasoning,implemented,a5-linear-relationship-tables-and-graphs,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J1,rational_number_addition_and_subtraction,j1-rational-number-addition-and-subtraction,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j1-rational-number-addition-and-subtraction,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J2,rational_number_multiplication_and_division,j2-rational-number-multiplication-and-division,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j2-rational-number-multiplication-and-division,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J3,signed_rational_number_fluency_and_order,j3-signed-rational-number-fluency-and-order,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j3-signed-rational-number-fluency-and-order,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J4,numerical_expressions_and_absolute_value,j4-numerical-expressions-and-absolute-value,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j4-numerical-expressions-and-absolute-value,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J5,percent_change_discount_tax_and_markup,j5-percent-change-discount-tax-and-markup,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j5-percent-change-discount-tax-and-markup,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
J6,proportional_application_and_scale_modeling,j6-proportional-application-and-scale-modeling,mathematics,master_knowledge_graph,J,rational_number_operations_and_middle_school_computation,implemented,j6-proportional-application-and-scale-modeling,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K1,variable_relationships_and_independent_dependent_quantities,k1-variable-relationships-and-independent-dependent-quantities,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k1-variable-relationships-and-independent-dependent-quantities,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K2,function_as_input_output_rule,k2-function-as-input-output-rule,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k2-function-as-input-output-rule,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K3,slope_rate_of_change_and_linear_growth,k3-slope-rate-of-change-and-linear-growth,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k3-slope-rate-of-change-and-linear-growth,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K4,linear_equations_in_two_variables,k4-linear-equations-in-two-variables,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k4-linear-equations-in-two-variables,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K5,linear_functions_multiple_representations,k5-linear-functions-multiple-representations,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k5-linear-functions-multiple-representations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K6,systems_of_linear_equations_and_inequalities,k6-systems-of-linear-equations-and-inequalities,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k6-systems-of-linear-equations-and-inequalities,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
K7,quadratic_foundations,k7-quadratic-foundations,mathematics,master_knowledge_graph,K,functions_and_secondary_linear_algebra,implemented,k7-quadratic-foundations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
H1,transformations_and_coordinate_symmetry,h1-transformations-and-coordinate-symmetry,mathematics,master_knowledge_graph,H,secondary_geometry_transformations_and_proof,implemented,h1-rigid-transformations-and-congruence,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
H2,congruence_and_similarity_via_transformations,h2-congruence-and-similarity-via-transformations,mathematics,master_knowledge_graph,H,secondary_geometry_transformations_and_proof,implemented,h2-congruence-and-similarity-via-transformations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
H3,proof_structure_and_geometric_argument,h3-proof-structure-and-geometric-argument,mathematics,master_knowledge_graph,H,secondary_geometry_transformations_and_proof,implemented,h3-proof-structure-and-geometric-argument,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
H4,right_triangle_trigonometric_ratio_foundations,h4-right-triangle-trigonometric-ratio-foundations,mathematics,master_knowledge_graph,H,secondary_geometry_transformations_and_proof,implemented,h4-right-triangle-trigonometric-ratio-foundations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
H5,circles_measurement_and_coordinate_geometry,h5-circles-measurement-and-coordinate-geometry,mathematics,master_knowledge_graph,H,secondary_geometry_transformations_and_proof,implemented,h5-circles-measurement-and-coordinate-geometry,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W1,statistical_distributions_and_variability,w1-statistical-distributions-and-variability,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w1-statistical-distributions-and-variability,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W2,bivariate_data_and_linear_association,w2-bivariate-data-and-linear-association,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w2-bivariate-data-and-linear-association,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W3,sampling_inference_and_study_design,w3-sampling-inference-and-study-design,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w3-sampling-inference-and-study-design,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W4,probability_models_and_compound_events,w4-probability-models-and-compound-events,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w4-probability-models-and-compound-events,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W5,sampling_distributions,w5-sampling-distributions,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w5-sampling-distributions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W6,inference_for_proportions,w6-inference-for-proportions,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w6-inference-for-proportions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W7,inference_for_means,w7-inference-for-means,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w7-inference-for-means,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W8,chi_square_reasoning,w8-chi-square-reasoning,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w8-chi-square-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
W9,inference_for_regression_slope,w9-inference-for-regression-slope,mathematics,master_knowledge_graph,W,secondary_statistics_and_probability,implemented,w9-inference-for-regression-slope,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B1,polynomial_structure_and_operations,b1-polynomial-structure-and-operations,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b1-polynomial-structure-and-operations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B2,rational_radical_and_exponential_functions,b2-rational-radical-and-exponential-functions,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b2-rational-radical-and-exponential-functions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B3,logarithmic_and_inverse_function_reasoning,b3-logarithmic-and-inverse-function-reasoning,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b3-logarithmic-and-inverse-function-reasoning,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B4,trigonometric_functions_and_unit_circle,b4-trigonometric-functions-and-unit-circle,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b4-trigonometric-functions-and-unit-circle,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B5,precalculus_function_synthesis_and_limits_foundations,b5-precalculus-function-synthesis-and-limits-foundations,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b5-precalculus-function-synthesis-and-limits-foundations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B6,trigonometric_identities_equations_and_analytic_trig,b6-trigonometric-identities-equations-and-analytic-trig,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b6-trigonometric-identities-equations-and-analytic-trig,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B7,sequences_series_and_recursive_structure,b7-sequences-series-and-recursive-structure,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b7-sequences-series-and-recursive-structure,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B8,complex_numbers_and_quadratic_extensions,b8-complex-numbers-and-quadratic-extensions,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b8-complex-numbers-and-quadratic-extensions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B9,conic_sections_and_coordinate_models,b9-conic-sections-and-coordinate-models,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b9-conic-sections-and-coordinate-models,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
B10,vectors_matrices_and_parametric_foundations,b10-vectors-matrices-and-parametric-foundations,mathematics,master_knowledge_graph,B,advanced_algebra_trigonometry_and_precalculus,implemented,b10-vectors-matrices-and-parametric-foundations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP1,ap_statistics_extension,ap1-ap-statistics-extension,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap1-ap-statistics-extension,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,7,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP2,ap_precalculus_extension,ap2-ap-precalculus-extension,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap2-ap-precalculus-extension,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,4,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP3,limits_and_continuity,ap3-limits-and-continuity,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap3-calculus-limits-and-derivatives,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP4,derivative_rules_and_computation,ap4-derivative-rules-and-computation,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap4-integral-accumulation-and-fundamental-theorem,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,1,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP5,applications_of_derivatives,ap5-applications-of-derivatives,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap5-bc-series-and-advanced-calculus-extensions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,1,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP6,integral_meaning_and_accumulation,ap6-integral-meaning-and-accumulation,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap6-integral-meaning-and-accumulation,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP7,applications_of_integration,ap7-applications-of-integration,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap7-applications-of-integration,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP8,differential_equations_foundations,ap8-differential-equations-foundations,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap8-differential-equations-foundations,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
AP9,bc_series_and_advanced_calculus_extensions,ap9-bc-series-and-advanced-calculus-extensions,mathematics,master_knowledge_graph,AP,advanced_placement_mathematics_pathways,implemented,ap9-bc-series-and-advanced-calculus-extensions,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,CapabilityNode;MathematicsNode
